,file,nProperty,variable,variable_construct
527,COVID01_C.csv,Cm210120,,
528,COVID01_C.csv,Cm210121,,
529,COVID01_C.csv,Cm210122,,
530,COVID01_C.csv,Cm210123,,
531,COVID01_C.csv,Cm210124,,
532,COVID01_C.csv,Cm210125,,
533,COVID01_C.csv,Cm210126,,
534,COVID01_C.csv,Cm210127,,
535,COVID01_C.csv,Cm210128,,
536,COVID01_C.csv,Cm210129,,
537,COVID01_C.csv,Cm210130,,
538,COVID01_C.csv,Cm210131,,
539,COVID01_C.csv,Cm210201,,
540,COVID01_C.csv,Cm210202,,
541,COVID01_C.csv,Cm210203,,
542,COVID01_C.csv,Cm210204,,
543,COVID01_C.csv,Cm210205,,
544,COVID01_C.csv,Cm210206,,
545,COVID01_C.csv,Cm210207,,
546,COVID01_C.csv,Cm210208,,
547,COVID01_C.csv,Cm210209,,
548,COVID01_C.csv,Cm210210,,
549,COVID01_C.csv,Cm210211,,
550,COVID01_C.csv,Cm210212,,
551,COVID01_C.csv,Cm210213,,
552,COVID01_C.csv,Cm210214,,
553,COVID01_C.csv,Cm210215,,
554,COVID01_C.csv,Cm210216,,
555,COVID01_C.csv,Cm210217,,
556,COVID01_C.csv,Cm210218,,
557,COVID01_C.csv,Cm210219,,
558,COVID01_C.csv,Cm210220,,
559,COVID01_C.csv,Cm210221,,
560,COVID01_C.csv,Cm210222,,
561,COVID01_C.csv,Cm210223,,
562,COVID01_C.csv,Cm210224,,
563,COVID01_C.csv,Cm210225,,
564,COVID01_C.csv,Cm210226,,
565,COVID01_C.csv,Cm210227,,
566,COVID01_C.csv,Cm210228,,
567,COVID01_C.csv,Cm210301,,
568,COVID01_C.csv,Cm210302,,
569,COVID01_C.csv,Cm210303,,
570,COVID01_S.csv,STATEFP,2-digit State code,
571,COVID01_S.csv,Cm200121,,
572,COVID01_S.csv,Cm200122,,
573,COVID01_S.csv,Cm200123,,
574,COVID01_S.csv,Cm200124,,
575,COVID01_S.csv,Cm200125,,
576,COVID01_S.csv,Cm200126,,
577,COVID01_S.csv,Cm200127,,
578,COVID01_S.csv,Cm200128,,
579,COVID01_S.csv,Cm200129,,
580,COVID01_S.csv,Cm200130,,
581,COVID01_S.csv,Cm200131,,
582,COVID01_S.csv,Cm200201,,
583,COVID01_S.csv,Cm200202,,
584,COVID01_S.csv,Cm200203,,
585,COVID01_S.csv,Cm200204,,
586,COVID01_S.csv,Cm200205,,
587,COVID01_S.csv,Cm200206,,
588,COVID01_S.csv,Cm200207,,
589,COVID01_S.csv,Cm200208,,
590,COVID01_S.csv,Cm200209,,
591,COVID01_S.csv,Cm200210,,
592,COVID01_S.csv,Cm200211,,
593,COVID01_S.csv,Cm200212,,
594,COVID01_S.csv,Cm200213,,
595,COVID01_S.csv,Cm200214,,
596,COVID01_S.csv,Cm200215,,
597,COVID01_S.csv,Cm200216,,
598,COVID01_S.csv,Cm200217,,
599,COVID01_S.csv,Cm200218,,
600,COVID01_S.csv,Cm200219,,
601,COVID01_S.csv,Cm200220,,
602,COVID01_S.csv,Cm200221,,
603,COVID01_S.csv,Cm200222,,
604,COVID01_S.csv,Cm200223,,
605,COVID01_S.csv,Cm200224,,
606,COVID01_S.csv,Cm200225,,
607,COVID01_S.csv,Cm200226,,
608,COVID01_S.csv,Cm200227,,
609,COVID01_S.csv,Cm200228,,
610,COVID01_S.csv,Cm200229,,
611,COVID01_S.csv,Cm200301,,
612,COVID01_S.csv,Cm200302,,
613,COVID01_S.csv,Cm200303,,
614,COVID01_S.csv,Cm200304,,
615,COVID01_S.csv,Cm200305,,
616,COVID01_S.csv,Cm200306,,
617,COVID01_S.csv,Cm200307,,
618,COVID01_S.csv,Cm200308,,
619,COVID01_S.csv,Cm200309,,
620,COVID01_S.csv,Cm200310,,
621,COVID01_S.csv,Cm200311,,
622,COVID01_S.csv,Cm200312,,
623,COVID01_S.csv,Cm200313,,
624,COVID01_S.csv,Cm200314,,
625,COVID01_S.csv,Cm200315,,
626,COVID01_S.csv,Cm200316,,
627,COVID01_S.csv,Cm200317,,
628,COVID01_S.csv,Cm200318,,
629,COVID01_S.csv,Cm200319,,
630,COVID01_S.csv,Cm200320,,
631,COVID01_S.csv,Cm200321,,
632,COVID01_S.csv,Cm200322,,
633,COVID01_S.csv,Cm200323,,
634,COVID01_S.csv,Cm200324,,
635,COVID01_S.csv,Cm200325,,
636,COVID01_S.csv,Cm200326,,
637,COVID01_S.csv,Cm200327,,
638,COVID01_S.csv,Cm200328,,
639,COVID01_S.csv,Cm200329,,
640,COVID01_S.csv,Cm200330,,
641,COVID01_S.csv,Cm200331,,
642,COVID01_S.csv,Cm200401,,
643,COVID01_S.csv,Cm200402,,
644,COVID01_S.csv,Cm200403,,
645,COVID01_S.csv,Cm200404,,
646,COVID01_S.csv,Cm200405,,
647,COVID01_S.csv,Cm200406,,
648,COVID01_S.csv,Cm200407,,
649,COVID01_S.csv,Cm200408,,
650,COVID01_S.csv,Cm200409,,
651,COVID01_S.csv,Cm200410,,
652,COVID01_S.csv,Cm200411,,
653,COVID01_S.csv,Cm200412,,
654,COVID01_S.csv,Cm200413,,
655,COVID01_S.csv,Cm200414,,
656,COVID01_S.csv,Cm200415,,
657,COVID01_S.csv,Cm200416,,
658,COVID01_S.csv,Cm200417,,
659,COVID01_S.csv,Cm200418,,
660,COVID01_S.csv,Cm200419,,
661,COVID01_S.csv,Cm200420,,
662,COVID01_S.csv,Cm200421,,
663,COVID01_S.csv,Cm200422,,
664,COVID01_S.csv,Cm200423,,
665,COVID01_S.csv,Cm200424,,
666,COVID01_S.csv,Cm200425,,
667,COVID01_S.csv,Cm200426,,
668,COVID01_S.csv,Cm200427,,
669,COVID01_S.csv,Cm200428,,
670,COVID01_S.csv,Cm200429,,
671,COVID01_S.csv,Cm200430,,
672,COVID01_S.csv,Cm200501,,
673,COVID01_S.csv,Cm200502,,
674,COVID01_S.csv,Cm200503,,
675,COVID01_S.csv,Cm200504,,
676,COVID01_S.csv,Cm200505,,
677,COVID01_S.csv,Cm200506,,
678,COVID01_S.csv,Cm200507,,
679,COVID01_S.csv,Cm200508,,
680,COVID01_S.csv,Cm200509,,
681,COVID01_S.csv,Cm200510,,
682,COVID01_S.csv,Cm200511,,
683,COVID01_S.csv,Cm200512,,
684,COVID01_S.csv,Cm200513,,
685,COVID01_S.csv,Cm200514,,
686,COVID01_S.csv,Cm200515,,
687,COVID01_S.csv,Cm200516,,
688,COVID01_S.csv,Cm200517,,
689,COVID01_S.csv,Cm200518,,
690,COVID01_S.csv,Cm200519,,
691,COVID01_S.csv,Cm200520,,
692,COVID01_S.csv,Cm200521,,
693,COVID01_S.csv,Cm200522,,
694,COVID01_S.csv,Cm200523,,
695,COVID01_S.csv,Cm200524,,
696,COVID01_S.csv,Cm200525,,
697,COVID01_S.csv,Cm200526,,
698,COVID01_S.csv,Cm200527,,
699,COVID01_S.csv,Cm200528,,
700,COVID01_S.csv,Cm200529,,
701,COVID01_S.csv,Cm200530,,
702,COVID01_S.csv,Cm200531,,
703,COVID01_S.csv,Cm200601,,
704,COVID01_S.csv,Cm200602,,
705,COVID01_S.csv,Cm200603,,
706,COVID01_S.csv,Cm200604,,
707,COVID01_S.csv,Cm200605,,
708,COVID01_S.csv,Cm200606,,
709,COVID01_S.csv,Cm200607,,
710,COVID01_S.csv,Cm200608,,
711,COVID01_S.csv,Cm200609,,
712,COVID01_S.csv,Cm200610,,
713,COVID01_S.csv,Cm200611,,
714,COVID01_S.csv,Cm200612,,
715,COVID01_S.csv,Cm200613,,
716,COVID01_S.csv,Cm200614,,
717,COVID01_S.csv,Cm200615,,
718,COVID01_S.csv,Cm200616,,
719,COVID01_S.csv,Cm200617,,
720,COVID01_S.csv,Cm200618,,
721,COVID01_S.csv,Cm200619,,
722,COVID01_S.csv,Cm200620,,
723,COVID01_S.csv,Cm200621,,
724,COVID01_S.csv,Cm200622,,
725,COVID01_S.csv,Cm200623,,
726,COVID01_S.csv,Cm200624,,
727,COVID01_S.csv,Cm200625,,
728,COVID01_S.csv,Cm200626,,
729,COVID01_S.csv,Cm200627,,
730,COVID01_S.csv,Cm200628,,
731,COVID01_S.csv,Cm200629,,
732,COVID01_S.csv,Cm200630,,
733,COVID01_S.csv,Cm200701,,
734,COVID01_S.csv,Cm200702,,
735,COVID01_S.csv,Cm200703,,
736,COVID01_S.csv,Cm200704,,
737,COVID01_S.csv,Cm200705,,
738,COVID01_S.csv,Cm200706,,
739,COVID01_S.csv,Cm200707,,
740,COVID01_S.csv,Cm200708,,
741,COVID01_S.csv,Cm200709,,
742,COVID01_S.csv,Cm200710,,
743,COVID01_S.csv,Cm200711,,
744,COVID01_S.csv,Cm200712,,
745,COVID01_S.csv,Cm200713,,
746,COVID01_S.csv,Cm200714,,
747,COVID01_S.csv,Cm200715,,
748,COVID01_S.csv,Cm200716,,
749,COVID01_S.csv,Cm200717,,
750,COVID01_S.csv,Cm200718,,
751,COVID01_S.csv,Cm200719,,
752,COVID01_S.csv,Cm200720,,
753,COVID01_S.csv,Cm200721,,
754,COVID01_S.csv,Cm200722,,
755,COVID01_S.csv,Cm200723,,
756,COVID01_S.csv,Cm200724,,
757,COVID01_S.csv,Cm200725,,
758,COVID01_S.csv,Cm200726,,
759,COVID01_S.csv,Cm200727,,
760,COVID01_S.csv,Cm200728,,
761,COVID01_S.csv,Cm200729,,
762,COVID01_S.csv,Cm200730,,
763,COVID01_S.csv,Cm200731,,
764,COVID01_S.csv,Cm200801,,
765,COVID01_S.csv,Cm200802,,
766,COVID01_S.csv,Cm200803,,
767,COVID01_S.csv,Cm200804,,
768,COVID01_S.csv,Cm200805,,
769,COVID01_S.csv,Cm200806,,
770,COVID01_S.csv,Cm200807,,
771,COVID01_S.csv,Cm200808,,
772,COVID01_S.csv,Cm200809,,
773,COVID01_S.csv,Cm200810,,
774,COVID01_S.csv,Cm200811,,
775,COVID01_S.csv,Cm200812,,
776,COVID01_S.csv,Cm200813,,
777,COVID01_S.csv,Cm200814,,
778,COVID01_S.csv,Cm200815,,
779,COVID01_S.csv,Cm200816,,
780,COVID01_S.csv,Cm200817,,
781,COVID01_S.csv,Cm200818,,
782,COVID01_S.csv,Cm200819,,
783,COVID01_S.csv,Cm200820,,
784,COVID01_S.csv,Cm200821,,
785,COVID01_S.csv,Cm200822,,
786,COVID01_S.csv,Cm200823,,
787,COVID01_S.csv,Cm200824,,
788,COVID01_S.csv,Cm200825,,
789,COVID01_S.csv,Cm200826,,
790,COVID01_S.csv,Cm200827,,
791,COVID01_S.csv,Cm200828,,
792,COVID01_S.csv,Cm200829,,
793,COVID01_S.csv,Cm200830,,
794,COVID01_S.csv,Cm200831,,
795,COVID01_S.csv,Cm200901,,
796,COVID01_S.csv,Cm200902,,
797,COVID01_S.csv,Cm200903,,
798,COVID01_S.csv,Cm200904,,
799,COVID01_S.csv,Cm200905,,
800,COVID01_S.csv,Cm200906,,
801,COVID01_S.csv,Cm200907,,
802,COVID01_S.csv,Cm200908,,
803,COVID01_S.csv,Cm200909,,
804,COVID01_S.csv,Cm200910,,
805,COVID01_S.csv,Cm200911,,
806,COVID01_S.csv,Cm200912,,
807,COVID01_S.csv,Cm200913,,
808,COVID01_S.csv,Cm200914,,
809,COVID01_S.csv,Cm200915,,
810,COVID01_S.csv,Cm200916,,
811,COVID01_S.csv,Cm200917,,
812,COVID01_S.csv,Cm200918,,
813,COVID01_S.csv,Cm200919,,
814,COVID01_S.csv,Cm200920,,
815,COVID01_S.csv,Cm200921,,
816,COVID01_S.csv,Cm200922,,
817,COVID01_S.csv,Cm200923,,
818,COVID01_S.csv,Cm200924,,
819,COVID01_S.csv,Cm200925,,
820,COVID01_S.csv,Cm200926,,
821,COVID01_S.csv,Cm200927,,
822,COVID01_S.csv,Cm200928,,
823,COVID01_S.csv,Cm200929,,
824,COVID01_S.csv,Cm200930,,
825,COVID01_S.csv,Cm201001,,
826,COVID01_S.csv,Cm201002,,
827,COVID01_S.csv,Cm201003,,
828,COVID01_S.csv,Cm201004,,
829,COVID01_S.csv,Cm201005,,
830,COVID01_S.csv,Cm201006,,
831,COVID01_S.csv,Cm201007,,
832,COVID01_S.csv,Cm201008,,
833,COVID01_S.csv,Cm201009,,
834,COVID01_S.csv,Cm201010,,
835,COVID01_S.csv,Cm201011,,
836,COVID01_S.csv,Cm201012,,
837,COVID01_S.csv,Cm201013,,
838,COVID01_S.csv,Cm201014,,
839,COVID01_S.csv,Cm201015,,
840,COVID01_S.csv,Cm201016,,
841,COVID01_S.csv,Cm201017,,
842,COVID01_S.csv,Cm201018,,
843,COVID01_S.csv,Cm201019,,
844,COVID01_S.csv,Cm201020,,
845,COVID01_S.csv,Cm201021,,
846,COVID01_S.csv,Cm201022,,
847,COVID01_S.csv,Cm201023,,
848,COVID01_S.csv,Cm201024,,
849,COVID01_S.csv,Cm201025,,
850,COVID01_S.csv,Cm201026,,
851,COVID01_S.csv,Cm201027,,
852,COVID01_S.csv,Cm201028,,
853,COVID01_S.csv,Cm201029,,
854,COVID01_S.csv,Cm201030,,
855,COVID01_S.csv,Cm201031,,
856,COVID01_S.csv,Cm201101,,
857,COVID01_S.csv,Cm201102,,
858,COVID01_S.csv,Cm201103,,
859,COVID01_S.csv,Cm201104,,
860,COVID01_S.csv,Cm201105,,
861,COVID01_S.csv,Cm201106,,
862,COVID01_S.csv,Cm201107,,
863,COVID01_S.csv,Cm201108,,
864,COVID01_S.csv,Cm201109,,
865,COVID01_S.csv,Cm201110,,
866,COVID01_S.csv,Cm201111,,
867,COVID01_S.csv,Cm201112,,
868,COVID01_S.csv,Cm201113,,
869,COVID01_S.csv,Cm201114,,
870,COVID01_S.csv,Cm201115,,
871,COVID01_S.csv,Cm201116,,
872,COVID01_S.csv,Cm201117,,
873,COVID01_S.csv,Cm201118,,
874,COVID01_S.csv,Cm201119,,
875,COVID01_S.csv,Cm201120,,
876,COVID01_S.csv,Cm201121,,
877,COVID01_S.csv,Cm201122,,
878,COVID01_S.csv,Cm201123,,
879,COVID01_S.csv,Cm201124,,
880,COVID01_S.csv,Cm201125,,
881,COVID01_S.csv,Cm201126,,
882,COVID01_S.csv,Cm201127,,
883,COVID01_S.csv,Cm201128,,
884,COVID01_S.csv,Cm201129,,
885,COVID01_S.csv,Cm201130,,
886,COVID01_S.csv,Cm201201,,
887,COVID01_S.csv,Cm201202,,
888,COVID01_S.csv,Cm201203,,
889,COVID01_S.csv,Cm201204,,
890,COVID01_S.csv,Cm201205,,
891,COVID01_S.csv,Cm201206,,
892,COVID01_S.csv,Cm201207,,
893,COVID01_S.csv,Cm201208,,
894,COVID01_S.csv,Cm201209,,
895,COVID01_S.csv,Cm201210,,
896,COVID01_S.csv,Cm201211,,
897,COVID01_S.csv,Cm201212,,
898,COVID01_S.csv,Cm201213,,
899,COVID01_S.csv,Cm201214,,
900,COVID01_S.csv,Cm201215,,
901,COVID01_S.csv,Cm201216,,
902,COVID01_S.csv,Cm201217,,
903,COVID01_S.csv,Cm201218,,
904,COVID01_S.csv,Cm201219,,
905,COVID01_S.csv,Cm201220,,
906,COVID01_S.csv,Cm201221,,
907,COVID01_S.csv,Cm201222,,
908,COVID01_S.csv,Cm201223,,
909,COVID01_S.csv,Cm201224,,
910,COVID01_S.csv,Cm201225,,
911,COVID01_S.csv,Cm201226,,
912,COVID01_S.csv,Cm201227,,
913,COVID01_S.csv,Cm201228,,
914,COVID01_S.csv,Cm201229,,
915,COVID01_S.csv,Cm201230,,
916,COVID01_S.csv,Cm201231,,
917,COVID01_S.csv,Cm210101,,
918,COVID01_S.csv,Cm210102,,
919,COVID01_S.csv,Cm210103,,
920,COVID01_S.csv,Cm210104,,
921,COVID01_S.csv,Cm210105,,
922,COVID01_S.csv,Cm210106,,
923,COVID01_S.csv,Cm210107,,
924,COVID01_S.csv,Cm210108,,
925,COVID01_S.csv,Cm210109,,
926,COVID01_S.csv,Cm210110,,
927,COVID01_S.csv,Cm210111,,
928,COVID01_S.csv,Cm210112,,
929,COVID01_S.csv,Cm210113,,
930,COVID01_S.csv,Cm210114,,
931,COVID01_S.csv,Cm210115,,
932,COVID01_S.csv,Cm210116,,
933,COVID01_S.csv,Cm210117,,
934,COVID01_S.csv,Cm210118,,
935,COVID01_S.csv,Cm210119,,
936,COVID01_S.csv,Cm210120,,
937,COVID01_S.csv,Cm210121,,
938,COVID01_S.csv,Cm210122,,
939,COVID01_S.csv,Cm210123,,
940,COVID01_S.csv,Cm210124,,
941,COVID01_S.csv,Cm210125,,
942,COVID01_S.csv,Cm210126,,
943,COVID01_S.csv,Cm210127,,
944,COVID01_S.csv,Cm210128,,
945,COVID01_S.csv,Cm210129,,
946,COVID01_S.csv,Cm210130,,
947,COVID01_S.csv,Cm210131,,
948,COVID01_S.csv,Cm210201,,
949,COVID01_S.csv,Cm210202,,
950,COVID01_S.csv,Cm210203,,
951,COVID01_S.csv,Cm210204,,
952,COVID01_S.csv,Cm210205,,
953,COVID01_S.csv,Cm210206,,
954,COVID01_S.csv,Cm210207,,
955,COVID01_S.csv,Cm210208,,
956,COVID01_S.csv,Cm210209,,
957,COVID01_S.csv,Cm210210,,
958,COVID01_S.csv,Cm210211,,
959,COVID01_S.csv,Cm210212,,
960,COVID01_S.csv,Cm210213,,
961,COVID01_S.csv,Cm210214,,
962,COVID01_S.csv,Cm210215,,
963,COVID01_S.csv,Cm210216,,
964,COVID01_S.csv,Cm210217,,
965,COVID01_S.csv,Cm210218,,
966,COVID01_S.csv,Cm210219,,
967,COVID01_S.csv,Cm210220,,
968,COVID01_S.csv,Cm210221,,
969,COVID01_S.csv,Cm210222,,
970,COVID01_S.csv,Cm210223,,
971,COVID01_S.csv,Cm210224,,
972,COVID01_S.csv,Cm210225,,
973,COVID01_S.csv,Cm210226,,
974,COVID01_S.csv,Cm210227,,
975,COVID01_S.csv,Cm210228,,
976,COVID01_S.csv,Cm210301,,
977,COVID01_S.csv,Cm210302,,
978,COVID01_S.csv,Cm210303,,
979,COVID02_C.csv,COUNTYFP,5-digit County code (state + county),
980,COVID02_C.csv,population,,
981,COVID02_C.csv,CmAd200121,,
982,COVID02_C.csv,CmAd200122,,
983,COVID02_C.csv,CmAd200123,,
984,COVID02_C.csv,CmAd200124,,
985,COVID02_C.csv,CmAd200125,,
986,COVID02_C.csv,CmAd200126,,
987,COVID02_C.csv,CmAd200127,,
988,COVID02_C.csv,CmAd200128,,
989,COVID02_C.csv,CmAd200129,,
990,COVID02_C.csv,CmAd200130,,
991,COVID02_C.csv,CmAd200131,,
992,COVID02_C.csv,CmAd200201,,
993,COVID02_C.csv,CmAd200202,,
994,COVID02_C.csv,CmAd200203,,
995,COVID02_C.csv,CmAd200204,,
996,COVID02_C.csv,CmAd200205,,
997,COVID02_C.csv,CmAd200206,,
998,COVID02_C.csv,CmAd200207,,
999,COVID02_C.csv,CmAd200208,,
1000,COVID02_C.csv,CmAd200209,,
1001,COVID02_C.csv,CmAd200210,,
1002,COVID02_C.csv,CmAd200211,,
1003,COVID02_C.csv,CmAd200212,,
1004,COVID02_C.csv,CmAd200213,,
1005,COVID02_C.csv,CmAd200214,,
1006,COVID02_C.csv,CmAd200215,,
1007,COVID02_C.csv,CmAd200216,,
1008,COVID02_C.csv,CmAd200217,,
1009,COVID02_C.csv,CmAd200218,,
1010,COVID02_C.csv,CmAd200219,,
1011,COVID02_C.csv,CmAd200220,,
1012,COVID02_C.csv,CmAd200221,,
1013,COVID02_C.csv,CmAd200222,,
1014,COVID02_C.csv,CmAd200223,,
1015,COVID02_C.csv,CmAd200224,,
1016,COVID02_C.csv,CmAd200225,,
1017,COVID02_C.csv,CmAd200226,,
1018,COVID02_C.csv,CmAd200227,,
1019,COVID02_C.csv,CmAd200228,,
1020,COVID02_C.csv,CmAd200229,,
1021,COVID02_C.csv,CmAd200301,,
1022,COVID02_C.csv,CmAd200302,,
1023,COVID02_C.csv,CmAd200303,,
1024,COVID02_C.csv,CmAd200304,,
1025,COVID02_C.csv,CmAd200305,,
1026,COVID02_C.csv,CmAd200306,,
1027,COVID02_C.csv,CmAd200307,,
1028,COVID02_C.csv,CmAd200308,,
1029,COVID02_C.csv,CmAd200309,,
1030,COVID02_C.csv,CmAd200310,,
1031,COVID02_C.csv,CmAd200311,,
1032,COVID02_C.csv,CmAd200312,,
1033,COVID02_C.csv,CmAd200313,,
1034,COVID02_C.csv,CmAd200314,,
1035,COVID02_C.csv,CmAd200315,,
1036,COVID02_C.csv,CmAd200316,,
1037,COVID02_C.csv,CmAd200317,,
1038,COVID02_C.csv,CmAd200318,,
1039,COVID02_C.csv,CmAd200319,,
1040,COVID02_C.csv,CmAd200320,,
1041,COVID02_C.csv,CmAd200321,,
1042,COVID02_C.csv,CmAd200322,,
1043,COVID02_C.csv,CmAd200323,,
1044,COVID02_C.csv,CmAd200324,,
1045,COVID02_C.csv,CmAd200325,,
1046,COVID02_C.csv,CmAd200326,,
1047,COVID02_C.csv,CmAd200327,,
1048,COVID02_C.csv,CmAd200328,,
1049,COVID02_C.csv,CmAd200329,,
1050,COVID02_C.csv,CmAd200330,,
1051,COVID02_C.csv,CmAd200331,,
1052,COVID02_C.csv,CmAd200401,,
1053,COVID02_C.csv,CmAd200402,,
1054,COVID02_C.csv,CmAd200403,,
1055,COVID02_C.csv,CmAd200404,,
1056,COVID02_C.csv,CmAd200405,,
1057,COVID02_C.csv,CmAd200406,,
1058,COVID02_C.csv,CmAd200407,,
1059,COVID02_C.csv,CmAd200408,,
1060,COVID02_C.csv,CmAd200409,,
1061,COVID02_C.csv,CmAd200410,,
1062,COVID02_C.csv,CmAd200411,,
1063,COVID02_C.csv,CmAd200412,,
1064,COVID02_C.csv,CmAd200413,,
1065,COVID02_C.csv,CmAd200414,,
1066,COVID02_C.csv,CmAd200415,,
1067,COVID02_C.csv,CmAd200416,,
1068,COVID02_C.csv,CmAd200417,,
1069,COVID02_C.csv,CmAd200418,,
1070,COVID02_C.csv,CmAd200419,,
1071,COVID02_C.csv,CmAd200420,,
1072,COVID02_C.csv,CmAd200421,,
1073,COVID02_C.csv,CmAd200422,,
1074,COVID02_C.csv,CmAd200423,,
1075,COVID02_C.csv,CmAd200424,,
1076,COVID02_C.csv,CmAd200425,,
1077,COVID02_C.csv,CmAd200426,,
1078,COVID02_C.csv,CmAd200427,,
1079,COVID02_C.csv,CmAd200428,,
1080,COVID02_C.csv,CmAd200429,,
1081,COVID02_C.csv,CmAd200430,,
1082,COVID02_C.csv,CmAd200501,,
1083,COVID02_C.csv,CmAd200502,,
1084,COVID02_C.csv,CmAd200503,,
1085,COVID02_C.csv,CmAd200504,,
1086,COVID02_C.csv,CmAd200505,,
1087,COVID02_C.csv,CmAd200506,,
1088,COVID02_C.csv,CmAd200507,,
1089,COVID02_C.csv,CmAd200508,,
1090,COVID02_C.csv,CmAd200509,,
1091,COVID02_C.csv,CmAd200510,,
1092,COVID02_C.csv,CmAd200511,,
1093,COVID02_C.csv,CmAd200512,,
1094,COVID02_C.csv,CmAd200513,,
1095,COVID02_C.csv,CmAd200514,,
1096,COVID02_C.csv,CmAd200515,,
1097,COVID02_C.csv,CmAd200516,,
1098,COVID02_C.csv,CmAd200517,,
1099,COVID02_C.csv,CmAd200518,,
1100,COVID02_C.csv,CmAd200519,,
1101,COVID02_C.csv,CmAd200520,,
1102,COVID02_C.csv,CmAd200521,,
1103,COVID02_C.csv,CmAd200522,,
1104,COVID02_C.csv,CmAd200523,,
1105,COVID02_C.csv,CmAd200524,,
1106,COVID02_C.csv,CmAd200525,,
1107,COVID02_C.csv,CmAd200526,,
1108,COVID02_C.csv,CmAd200527,,
1109,COVID02_C.csv,CmAd200528,,
1110,COVID02_C.csv,CmAd200529,,
1111,COVID02_C.csv,CmAd200530,,
1112,COVID02_C.csv,CmAd200531,,
1113,COVID02_C.csv,CmAd200601,,
1114,COVID02_C.csv,CmAd200602,,
1115,COVID02_C.csv,CmAd200603,,
1116,COVID02_C.csv,CmAd200604,,
1117,COVID02_C.csv,CmAd200605,,
1118,COVID02_C.csv,CmAd200606,,
1119,COVID02_C.csv,CmAd200607,,
1120,COVID02_C.csv,CmAd200608,,
1121,COVID02_C.csv,CmAd200609,,
1122,COVID02_C.csv,CmAd200610,,
1123,COVID02_C.csv,CmAd200611,,
1124,COVID02_C.csv,CmAd200612,,
1125,COVID02_C.csv,CmAd200613,,
1126,COVID02_C.csv,CmAd200614,,
1127,COVID02_C.csv,CmAd200615,,
1128,COVID02_C.csv,CmAd200616,,
1129,COVID02_C.csv,CmAd200617,,
1130,COVID02_C.csv,CmAd200618,,
1131,COVID02_C.csv,CmAd200619,,
1132,COVID02_C.csv,CmAd200620,,
1133,COVID02_C.csv,CmAd200621,,
1134,COVID02_C.csv,CmAd200622,,
1135,COVID02_C.csv,CmAd200623,,
1136,COVID02_C.csv,CmAd200624,,
1137,COVID02_C.csv,CmAd200625,,
1138,COVID02_C.csv,CmAd200626,,
1139,COVID02_C.csv,CmAd200627,,
1140,COVID02_C.csv,CmAd200628,,
1141,COVID02_C.csv,CmAd200629,,
1142,COVID02_C.csv,CmAd200630,,
1143,COVID02_C.csv,CmAd200701,,
1144,COVID02_C.csv,CmAd200702,,
1145,COVID02_C.csv,CmAd200703,,
1146,COVID02_C.csv,CmAd200704,,
1147,COVID02_C.csv,CmAd200705,,
1148,COVID02_C.csv,CmAd200706,,
1149,COVID02_C.csv,CmAd200707,,
1150,COVID02_C.csv,CmAd200708,,
1151,COVID02_C.csv,CmAd200709,,
1152,COVID02_C.csv,CmAd200710,,
1153,COVID02_C.csv,CmAd200711,,
1154,COVID02_C.csv,CmAd200712,,
1155,COVID02_C.csv,CmAd200713,,
1156,COVID02_C.csv,CmAd200714,,
1157,COVID02_C.csv,CmAd200715,,
1158,COVID02_C.csv,CmAd200716,,
1159,COVID02_C.csv,CmAd200717,,
1160,COVID02_C.csv,CmAd200718,,
1161,COVID02_C.csv,CmAd200719,,
1162,COVID02_C.csv,CmAd200720,,
1163,COVID02_C.csv,CmAd200721,,
1164,COVID02_C.csv,CmAd200722,,
1165,COVID02_C.csv,CmAd200723,,
1166,COVID02_C.csv,CmAd200724,,
1167,COVID02_C.csv,CmAd200725,,
1168,COVID02_C.csv,CmAd200726,,
1169,COVID02_C.csv,CmAd200727,,
1170,COVID02_C.csv,CmAd200728,,
1171,COVID02_C.csv,CmAd200729,,
1172,COVID02_C.csv,CmAd200730,,
1173,COVID02_C.csv,CmAd200731,,
1174,COVID02_C.csv,CmAd200801,,
1175,COVID02_C.csv,CmAd200802,,
1176,COVID02_C.csv,CmAd200803,,
1177,COVID02_C.csv,CmAd200804,,
1178,COVID02_C.csv,CmAd200805,,
1179,COVID02_C.csv,CmAd200806,,
1180,COVID02_C.csv,CmAd200807,,
1181,COVID02_C.csv,CmAd200808,,
1182,COVID02_C.csv,CmAd200809,,
1183,COVID02_C.csv,CmAd200810,,
1184,COVID02_C.csv,CmAd200811,,
1185,COVID02_C.csv,CmAd200812,,
1186,COVID02_C.csv,CmAd200813,,
1187,COVID02_C.csv,CmAd200814,,
1188,COVID02_C.csv,CmAd200815,,
1189,COVID02_C.csv,CmAd200816,,
1190,COVID02_C.csv,CmAd200817,,
1191,COVID02_C.csv,CmAd200818,,
1192,COVID02_C.csv,CmAd200819,,
1193,COVID02_C.csv,CmAd200820,,
1194,COVID02_C.csv,CmAd200821,,
1195,COVID02_C.csv,CmAd200822,,
1196,COVID02_C.csv,CmAd200823,,
1197,COVID02_C.csv,CmAd200824,,
1198,COVID02_C.csv,CmAd200825,,
1199,COVID02_C.csv,CmAd200826,,
1200,COVID02_C.csv,CmAd200827,,
1201,COVID02_C.csv,CmAd200828,,
1202,COVID02_C.csv,CmAd200829,,
1203,COVID02_C.csv,CmAd200830,,
