,file,nProperty,variable,variable_construct
1112,COVID02_C.csv,CmAd200531,,Adjusted Case Count per 100K
1113,COVID02_C.csv,CmAd200601,,Adjusted Case Count per 100K
1114,COVID02_C.csv,CmAd200602,,Adjusted Case Count per 100K
1115,COVID02_C.csv,CmAd200603,,Adjusted Case Count per 100K
1116,COVID02_C.csv,CmAd200604,,Adjusted Case Count per 100K
1117,COVID02_C.csv,CmAd200605,,Adjusted Case Count per 100K
1118,COVID02_C.csv,CmAd200606,,Adjusted Case Count per 100K
1119,COVID02_C.csv,CmAd200607,,Adjusted Case Count per 100K
1120,COVID02_C.csv,CmAd200608,,Adjusted Case Count per 100K
1121,COVID02_C.csv,CmAd200609,,Adjusted Case Count per 100K
1122,COVID02_C.csv,CmAd200610,,Adjusted Case Count per 100K
1123,COVID02_C.csv,CmAd200611,,Adjusted Case Count per 100K
1124,COVID02_C.csv,CmAd200612,,Adjusted Case Count per 100K
1125,COVID02_C.csv,CmAd200613,,Adjusted Case Count per 100K
1126,COVID02_C.csv,CmAd200614,,Adjusted Case Count per 100K
1127,COVID02_C.csv,CmAd200615,,Adjusted Case Count per 100K
1128,COVID02_C.csv,CmAd200616,,Adjusted Case Count per 100K
1129,COVID02_C.csv,CmAd200617,,Adjusted Case Count per 100K
1130,COVID02_C.csv,CmAd200618,,Adjusted Case Count per 100K
1131,COVID02_C.csv,CmAd200619,,Adjusted Case Count per 100K
1132,COVID02_C.csv,CmAd200620,,Adjusted Case Count per 100K
1133,COVID02_C.csv,CmAd200621,,Adjusted Case Count per 100K
1134,COVID02_C.csv,CmAd200622,,Adjusted Case Count per 100K
1135,COVID02_C.csv,CmAd200623,,Adjusted Case Count per 100K
1136,COVID02_C.csv,CmAd200624,,Adjusted Case Count per 100K
1137,COVID02_C.csv,CmAd200625,,Adjusted Case Count per 100K
1138,COVID02_C.csv,CmAd200626,,Adjusted Case Count per 100K
1139,COVID02_C.csv,CmAd200627,,Adjusted Case Count per 100K
1140,COVID02_C.csv,CmAd200628,,Adjusted Case Count per 100K
1141,COVID02_C.csv,CmAd200629,,Adjusted Case Count per 100K
1142,COVID02_C.csv,CmAd200630,,Adjusted Case Count per 100K
1143,COVID02_C.csv,CmAd200701,,Adjusted Case Count per 100K
1144,COVID02_C.csv,CmAd200702,,Adjusted Case Count per 100K
1145,COVID02_C.csv,CmAd200703,,Adjusted Case Count per 100K
1146,COVID02_C.csv,CmAd200704,,Adjusted Case Count per 100K
1147,COVID02_C.csv,CmAd200705,,Adjusted Case Count per 100K
1148,COVID02_C.csv,CmAd200706,,Adjusted Case Count per 100K
1149,COVID02_C.csv,CmAd200707,,Adjusted Case Count per 100K
1150,COVID02_C.csv,CmAd200708,,Adjusted Case Count per 100K
1151,COVID02_C.csv,CmAd200709,,Adjusted Case Count per 100K
1152,COVID02_C.csv,CmAd200710,,Adjusted Case Count per 100K
1153,COVID02_C.csv,CmAd200711,,Adjusted Case Count per 100K
1154,COVID02_C.csv,CmAd200712,,Adjusted Case Count per 100K
1155,COVID02_C.csv,CmAd200713,,Adjusted Case Count per 100K
1156,COVID02_C.csv,CmAd200714,,Adjusted Case Count per 100K
1157,COVID02_C.csv,CmAd200715,,Adjusted Case Count per 100K
1158,COVID02_C.csv,CmAd200716,,Adjusted Case Count per 100K
1159,COVID02_C.csv,CmAd200717,,Adjusted Case Count per 100K
1160,COVID02_C.csv,CmAd200718,,Adjusted Case Count per 100K
1161,COVID02_C.csv,CmAd200719,,Adjusted Case Count per 100K
1162,COVID02_C.csv,CmAd200720,,Adjusted Case Count per 100K
1163,COVID02_C.csv,CmAd200721,,Adjusted Case Count per 100K
1164,COVID02_C.csv,CmAd200722,,Adjusted Case Count per 100K
1165,COVID02_C.csv,CmAd200723,,Adjusted Case Count per 100K
1166,COVID02_C.csv,CmAd200724,,Adjusted Case Count per 100K
1167,COVID02_C.csv,CmAd200725,,Adjusted Case Count per 100K
1168,COVID02_C.csv,CmAd200726,,Adjusted Case Count per 100K
1169,COVID02_C.csv,CmAd200727,,Adjusted Case Count per 100K
1170,COVID02_C.csv,CmAd200728,,Adjusted Case Count per 100K
1171,COVID02_C.csv,CmAd200729,,Adjusted Case Count per 100K
1172,COVID02_C.csv,CmAd200730,,Adjusted Case Count per 100K
1173,COVID02_C.csv,CmAd200731,,Adjusted Case Count per 100K
1174,COVID02_C.csv,CmAd200801,,Adjusted Case Count per 100K
1175,COVID02_C.csv,CmAd200802,,Adjusted Case Count per 100K
1176,COVID02_C.csv,CmAd200803,,Adjusted Case Count per 100K
1177,COVID02_C.csv,CmAd200804,,Adjusted Case Count per 100K
1178,COVID02_C.csv,CmAd200805,,Adjusted Case Count per 100K
1179,COVID02_C.csv,CmAd200806,,Adjusted Case Count per 100K
1180,COVID02_C.csv,CmAd200807,,Adjusted Case Count per 100K
1181,COVID02_C.csv,CmAd200808,,Adjusted Case Count per 100K
1182,COVID02_C.csv,CmAd200809,,Adjusted Case Count per 100K
1183,COVID02_C.csv,CmAd200810,,Adjusted Case Count per 100K
1184,COVID02_C.csv,CmAd200811,,Adjusted Case Count per 100K
1185,COVID02_C.csv,CmAd200812,,Adjusted Case Count per 100K
1186,COVID02_C.csv,CmAd200813,,Adjusted Case Count per 100K
1187,COVID02_C.csv,CmAd200814,,Adjusted Case Count per 100K
1188,COVID02_C.csv,CmAd200815,,Adjusted Case Count per 100K
1189,COVID02_C.csv,CmAd200816,,Adjusted Case Count per 100K
1190,COVID02_C.csv,CmAd200817,,Adjusted Case Count per 100K
1191,COVID02_C.csv,CmAd200818,,Adjusted Case Count per 100K
1192,COVID02_C.csv,CmAd200819,,Adjusted Case Count per 100K
1193,COVID02_C.csv,CmAd200820,,Adjusted Case Count per 100K
1194,COVID02_C.csv,CmAd200821,,Adjusted Case Count per 100K
1195,COVID02_C.csv,CmAd200822,,Adjusted Case Count per 100K
1196,COVID02_C.csv,CmAd200823,,Adjusted Case Count per 100K
1197,COVID02_C.csv,CmAd200824,,Adjusted Case Count per 100K
1198,COVID02_C.csv,CmAd200825,,Adjusted Case Count per 100K
1199,COVID02_C.csv,CmAd200826,,Adjusted Case Count per 100K
1200,COVID02_C.csv,CmAd200827,,Adjusted Case Count per 100K
1201,COVID02_C.csv,CmAd200828,,Adjusted Case Count per 100K
1202,COVID02_C.csv,CmAd200829,,Adjusted Case Count per 100K
1203,COVID02_C.csv,CmAd200830,,Adjusted Case Count per 100K
1204,COVID02_C.csv,CmAd200831,,Adjusted Case Count per 100K
1205,COVID02_C.csv,CmAd200901,,Adjusted Case Count per 100K
1206,COVID02_C.csv,CmAd200902,,Adjusted Case Count per 100K
1207,COVID02_C.csv,CmAd200903,,Adjusted Case Count per 100K
1208,COVID02_C.csv,CmAd200904,,Adjusted Case Count per 100K
1209,COVID02_C.csv,CmAd200905,,Adjusted Case Count per 100K
1210,COVID02_C.csv,CmAd200906,,Adjusted Case Count per 100K
1211,COVID02_C.csv,CmAd200907,,Adjusted Case Count per 100K
1212,COVID02_C.csv,CmAd200908,,Adjusted Case Count per 100K
1213,COVID02_C.csv,CmAd200909,,Adjusted Case Count per 100K
1214,COVID02_C.csv,CmAd200910,,Adjusted Case Count per 100K
1215,COVID02_C.csv,CmAd200911,,Adjusted Case Count per 100K
1216,COVID02_C.csv,CmAd200912,,Adjusted Case Count per 100K
1217,COVID02_C.csv,CmAd200913,,Adjusted Case Count per 100K
1218,COVID02_C.csv,CmAd200914,,Adjusted Case Count per 100K
1219,COVID02_C.csv,CmAd200915,,Adjusted Case Count per 100K
1220,COVID02_C.csv,CmAd200916,,Adjusted Case Count per 100K
1221,COVID02_C.csv,CmAd200917,,Adjusted Case Count per 100K
1222,COVID02_C.csv,CmAd200918,,Adjusted Case Count per 100K
1223,COVID02_C.csv,CmAd200919,,Adjusted Case Count per 100K
1224,COVID02_C.csv,CmAd200920,,Adjusted Case Count per 100K
1225,COVID02_C.csv,CmAd200921,,Adjusted Case Count per 100K
1226,COVID02_C.csv,CmAd200922,,Adjusted Case Count per 100K
1227,COVID02_C.csv,CmAd200923,,Adjusted Case Count per 100K
1228,COVID02_C.csv,CmAd200924,,Adjusted Case Count per 100K
1229,COVID02_C.csv,CmAd200925,,Adjusted Case Count per 100K
1230,COVID02_C.csv,CmAd200926,,Adjusted Case Count per 100K
1231,COVID02_C.csv,CmAd200927,,Adjusted Case Count per 100K
1232,COVID02_C.csv,CmAd200928,,Adjusted Case Count per 100K
1233,COVID02_C.csv,CmAd200929,,Adjusted Case Count per 100K
1234,COVID02_C.csv,CmAd200930,,Adjusted Case Count per 100K
1235,COVID02_C.csv,CmAd201001,,Adjusted Case Count per 100K
1236,COVID02_C.csv,CmAd201002,,Adjusted Case Count per 100K
1237,COVID02_C.csv,CmAd201003,,Adjusted Case Count per 100K
1238,COVID02_C.csv,CmAd201004,,Adjusted Case Count per 100K
1239,COVID02_C.csv,CmAd201005,,Adjusted Case Count per 100K
1240,COVID02_C.csv,CmAd201006,,Adjusted Case Count per 100K
1241,COVID02_C.csv,CmAd201007,,Adjusted Case Count per 100K
1242,COVID02_C.csv,CmAd201008,,Adjusted Case Count per 100K
1243,COVID02_C.csv,CmAd201009,,Adjusted Case Count per 100K
1244,COVID02_C.csv,CmAd201010,,Adjusted Case Count per 100K
1245,COVID02_C.csv,CmAd201011,,Adjusted Case Count per 100K
1246,COVID02_C.csv,CmAd201012,,Adjusted Case Count per 100K
1247,COVID02_C.csv,CmAd201013,,Adjusted Case Count per 100K
1248,COVID02_C.csv,CmAd201014,,Adjusted Case Count per 100K
1249,COVID02_C.csv,CmAd201015,,Adjusted Case Count per 100K
1250,COVID02_C.csv,CmAd201016,,Adjusted Case Count per 100K
1251,COVID02_C.csv,CmAd201017,,Adjusted Case Count per 100K
1252,COVID02_C.csv,CmAd201018,,Adjusted Case Count per 100K
1253,COVID02_C.csv,CmAd201019,,Adjusted Case Count per 100K
1254,COVID02_C.csv,CmAd201020,,Adjusted Case Count per 100K
1255,COVID02_C.csv,CmAd201021,,Adjusted Case Count per 100K
1256,COVID02_C.csv,CmAd201022,,Adjusted Case Count per 100K
1257,COVID02_C.csv,CmAd201023,,Adjusted Case Count per 100K
1258,COVID02_C.csv,CmAd201024,,Adjusted Case Count per 100K
1259,COVID02_C.csv,CmAd201025,,Adjusted Case Count per 100K
1260,COVID02_C.csv,CmAd201026,,Adjusted Case Count per 100K
1261,COVID02_C.csv,CmAd201027,,Adjusted Case Count per 100K
1262,COVID02_C.csv,CmAd201028,,Adjusted Case Count per 100K
1263,COVID02_C.csv,CmAd201029,,Adjusted Case Count per 100K
1264,COVID02_C.csv,CmAd201030,,Adjusted Case Count per 100K
1265,COVID02_C.csv,CmAd201031,,Adjusted Case Count per 100K
1266,COVID02_C.csv,CmAd201101,,Adjusted Case Count per 100K
1267,COVID02_C.csv,CmAd201102,,Adjusted Case Count per 100K
1268,COVID02_C.csv,CmAd201103,,Adjusted Case Count per 100K
1269,COVID02_C.csv,CmAd201104,,Adjusted Case Count per 100K
1270,COVID02_C.csv,CmAd201105,,Adjusted Case Count per 100K
1271,COVID02_C.csv,CmAd201106,,Adjusted Case Count per 100K
1272,COVID02_C.csv,CmAd201107,,Adjusted Case Count per 100K
1273,COVID02_C.csv,CmAd201108,,Adjusted Case Count per 100K
1274,COVID02_C.csv,CmAd201109,,Adjusted Case Count per 100K
1275,COVID02_C.csv,CmAd201110,,Adjusted Case Count per 100K
1276,COVID02_C.csv,CmAd201111,,Adjusted Case Count per 100K
1277,COVID02_C.csv,CmAd201112,,Adjusted Case Count per 100K
1278,COVID02_C.csv,CmAd201113,,Adjusted Case Count per 100K
1279,COVID02_C.csv,CmAd201114,,Adjusted Case Count per 100K
1280,COVID02_C.csv,CmAd201115,,Adjusted Case Count per 100K
1281,COVID02_C.csv,CmAd201116,,Adjusted Case Count per 100K
1282,COVID02_C.csv,CmAd201117,,Adjusted Case Count per 100K
1283,COVID02_C.csv,CmAd201118,,Adjusted Case Count per 100K
1284,COVID02_C.csv,CmAd201119,,Adjusted Case Count per 100K
1285,COVID02_C.csv,CmAd201120,,Adjusted Case Count per 100K
1286,COVID02_C.csv,CmAd201121,,Adjusted Case Count per 100K
1287,COVID02_C.csv,CmAd201122,,Adjusted Case Count per 100K
1288,COVID02_C.csv,CmAd201123,,Adjusted Case Count per 100K
1289,COVID02_C.csv,CmAd201124,,Adjusted Case Count per 100K
1290,COVID02_C.csv,CmAd201125,,Adjusted Case Count per 100K
1291,COVID02_C.csv,CmAd201126,,Adjusted Case Count per 100K
1292,COVID02_C.csv,CmAd201127,,Adjusted Case Count per 100K
1293,COVID02_C.csv,CmAd201128,,Adjusted Case Count per 100K
1294,COVID02_C.csv,CmAd201129,,Adjusted Case Count per 100K
1295,COVID02_C.csv,CmAd201130,,Adjusted Case Count per 100K
1296,COVID02_C.csv,CmAd201201,,Adjusted Case Count per 100K
1297,COVID02_C.csv,CmAd201202,,Adjusted Case Count per 100K
1298,COVID02_C.csv,CmAd201203,,Adjusted Case Count per 100K
1299,COVID02_C.csv,CmAd201204,,Adjusted Case Count per 100K
1300,COVID02_C.csv,CmAd201205,,Adjusted Case Count per 100K
1301,COVID02_C.csv,CmAd201206,,Adjusted Case Count per 100K
1302,COVID02_C.csv,CmAd201207,,Adjusted Case Count per 100K
1303,COVID02_C.csv,CmAd201208,,Adjusted Case Count per 100K
1304,COVID02_C.csv,CmAd201209,,Adjusted Case Count per 100K
1305,COVID02_C.csv,CmAd201210,,Adjusted Case Count per 100K
1306,COVID02_C.csv,CmAd201211,,Adjusted Case Count per 100K
1307,COVID02_C.csv,CmAd201212,,Adjusted Case Count per 100K
1308,COVID02_C.csv,CmAd201213,,Adjusted Case Count per 100K
1309,COVID02_C.csv,CmAd201214,,Adjusted Case Count per 100K
1310,COVID02_C.csv,CmAd201215,,Adjusted Case Count per 100K
1311,COVID02_C.csv,CmAd201216,,Adjusted Case Count per 100K
1312,COVID02_C.csv,CmAd201217,,Adjusted Case Count per 100K
1313,COVID02_C.csv,CmAd201218,,Adjusted Case Count per 100K
1314,COVID02_C.csv,CmAd201219,,Adjusted Case Count per 100K
1315,COVID02_C.csv,CmAd201220,,Adjusted Case Count per 100K
1316,COVID02_C.csv,CmAd201221,,Adjusted Case Count per 100K
1317,COVID02_C.csv,CmAd201222,,Adjusted Case Count per 100K
1318,COVID02_C.csv,CmAd201223,,Adjusted Case Count per 100K
1319,COVID02_C.csv,CmAd201224,,Adjusted Case Count per 100K
1320,COVID02_C.csv,CmAd201225,,Adjusted Case Count per 100K
1321,COVID02_C.csv,CmAd201226,,Adjusted Case Count per 100K
1322,COVID02_C.csv,CmAd201227,,Adjusted Case Count per 100K
1323,COVID02_C.csv,CmAd201228,,Adjusted Case Count per 100K
1324,COVID02_C.csv,CmAd201229,,Adjusted Case Count per 100K
1325,COVID02_C.csv,CmAd201230,,Adjusted Case Count per 100K
1326,COVID02_C.csv,CmAd201231,,Adjusted Case Count per 100K
1327,COVID02_C.csv,CmAd210101,,Adjusted Case Count per 100K
1328,COVID02_C.csv,CmAd210102,,Adjusted Case Count per 100K
1329,COVID02_C.csv,CmAd210103,,Adjusted Case Count per 100K
1330,COVID02_C.csv,CmAd210104,,Adjusted Case Count per 100K
1331,COVID02_C.csv,CmAd210105,,Adjusted Case Count per 100K
1332,COVID02_C.csv,CmAd210106,,Adjusted Case Count per 100K
1333,COVID02_C.csv,CmAd210107,,Adjusted Case Count per 100K
1334,COVID02_C.csv,CmAd210108,,Adjusted Case Count per 100K
1335,COVID02_C.csv,CmAd210109,,Adjusted Case Count per 100K
1336,COVID02_C.csv,CmAd210110,,Adjusted Case Count per 100K
1337,COVID02_C.csv,CmAd210111,,Adjusted Case Count per 100K
1338,COVID02_C.csv,CmAd210112,,Adjusted Case Count per 100K
1339,COVID02_C.csv,CmAd210113,,Adjusted Case Count per 100K
1340,COVID02_C.csv,CmAd210114,,Adjusted Case Count per 100K
1341,COVID02_C.csv,CmAd210115,,Adjusted Case Count per 100K
1342,COVID02_C.csv,CmAd210116,,Adjusted Case Count per 100K
1343,COVID02_C.csv,CmAd210117,,Adjusted Case Count per 100K
1344,COVID02_C.csv,CmAd210118,,Adjusted Case Count per 100K
1345,COVID02_C.csv,CmAd210119,,Adjusted Case Count per 100K
1346,COVID02_C.csv,CmAd210120,,Adjusted Case Count per 100K
1347,COVID02_C.csv,CmAd210121,,Adjusted Case Count per 100K
1348,COVID02_C.csv,CmAd210122,,Adjusted Case Count per 100K
1349,COVID02_C.csv,CmAd210123,,Adjusted Case Count per 100K
1350,COVID02_C.csv,CmAd210124,,Adjusted Case Count per 100K
1351,COVID02_C.csv,CmAd210125,,Adjusted Case Count per 100K
1352,COVID02_C.csv,CmAd210126,,Adjusted Case Count per 100K
1353,COVID02_C.csv,CmAd210127,,Adjusted Case Count per 100K
1354,COVID02_C.csv,CmAd210128,,Adjusted Case Count per 100K
1355,COVID02_C.csv,CmAd210129,,Adjusted Case Count per 100K
1356,COVID02_C.csv,CmAd210130,,Adjusted Case Count per 100K
1357,COVID02_C.csv,CmAd210131,,Adjusted Case Count per 100K
1358,COVID02_C.csv,CmAd210201,,Adjusted Case Count per 100K
1359,COVID02_C.csv,CmAd210202,,Adjusted Case Count per 100K
1360,COVID02_C.csv,CmAd210203,,Adjusted Case Count per 100K
1361,COVID02_C.csv,CmAd210204,,Adjusted Case Count per 100K
1362,COVID02_C.csv,CmAd210205,,Adjusted Case Count per 100K
1363,COVID02_C.csv,CmAd210206,,Adjusted Case Count per 100K
1364,COVID02_C.csv,CmAd210207,,Adjusted Case Count per 100K
1365,COVID02_C.csv,CmAd210208,,Adjusted Case Count per 100K
1366,COVID02_C.csv,CmAd210209,,Adjusted Case Count per 100K
1367,COVID02_C.csv,CmAd210210,,Adjusted Case Count per 100K
1368,COVID02_C.csv,CmAd210211,,Adjusted Case Count per 100K
1369,COVID02_C.csv,CmAd210212,,Adjusted Case Count per 100K
1370,COVID02_C.csv,CmAd210213,,Adjusted Case Count per 100K
1371,COVID02_C.csv,CmAd210214,,Adjusted Case Count per 100K
1372,COVID02_C.csv,CmAd210215,,Adjusted Case Count per 100K
1373,COVID02_C.csv,CmAd210216,,Adjusted Case Count per 100K
1374,COVID02_C.csv,CmAd210217,,Adjusted Case Count per 100K
1375,COVID02_C.csv,CmAd210218,,Adjusted Case Count per 100K
1376,COVID02_C.csv,CmAd210219,,Adjusted Case Count per 100K
1377,COVID02_C.csv,CmAd210220,,Adjusted Case Count per 100K
1378,COVID02_C.csv,CmAd210221,,Adjusted Case Count per 100K
1379,COVID02_C.csv,CmAd210222,,Adjusted Case Count per 100K
1380,COVID02_C.csv,CmAd210223,,Adjusted Case Count per 100K
1381,COVID02_C.csv,CmAd210224,,Adjusted Case Count per 100K
1382,COVID02_C.csv,CmAd210225,,Adjusted Case Count per 100K
1383,COVID02_C.csv,CmAd210226,,Adjusted Case Count per 100K
1384,COVID02_C.csv,CmAd210227,,Adjusted Case Count per 100K
1385,COVID02_C.csv,CmAd210228,,Adjusted Case Count per 100K
1386,COVID02_C.csv,CmAd210301,,Adjusted Case Count per 100K
1387,COVID02_C.csv,CmAd210302,,Adjusted Case Count per 100K
1388,COVID02_C.csv,CmAd210303,,Adjusted Case Count per 100K
1389,COVID02_S.csv,STATEFP,,Adjusted Case Count per 100K
1390,COVID02_S.csv,population,,Adjusted Case Count per 100K
1391,COVID02_S.csv,CmAd200121,,Adjusted Case Count per 100K
1392,COVID02_S.csv,CmAd200122,,Adjusted Case Count per 100K
1393,COVID02_S.csv,CmAd200123,,Adjusted Case Count per 100K
1394,COVID02_S.csv,CmAd200124,,Adjusted Case Count per 100K
1395,COVID02_S.csv,CmAd200125,,Adjusted Case Count per 100K
1396,COVID02_S.csv,CmAd200126,,Adjusted Case Count per 100K
1397,COVID02_S.csv,CmAd200127,,Adjusted Case Count per 100K
1398,COVID02_S.csv,CmAd200128,,Adjusted Case Count per 100K
1399,COVID02_S.csv,CmAd200129,,Adjusted Case Count per 100K
1400,COVID02_S.csv,CmAd200130,,Adjusted Case Count per 100K
1401,COVID02_S.csv,CmAd200131,,Adjusted Case Count per 100K
1402,COVID02_S.csv,CmAd200201,,Adjusted Case Count per 100K
1403,COVID02_S.csv,CmAd200202,,Adjusted Case Count per 100K
1404,COVID02_S.csv,CmAd200203,,Adjusted Case Count per 100K
1405,COVID02_S.csv,CmAd200204,,Adjusted Case Count per 100K
1406,COVID02_S.csv,CmAd200205,,Adjusted Case Count per 100K
1407,COVID02_S.csv,CmAd200206,,Adjusted Case Count per 100K
1408,COVID02_S.csv,CmAd200207,,Adjusted Case Count per 100K
1409,COVID02_S.csv,CmAd200208,,Adjusted Case Count per 100K
1410,COVID02_S.csv,CmAd200209,,Adjusted Case Count per 100K
1411,COVID02_S.csv,CmAd200210,,Adjusted Case Count per 100K
1412,COVID02_S.csv,CmAd200211,,Adjusted Case Count per 100K
1413,COVID02_S.csv,CmAd200212,,Adjusted Case Count per 100K
1414,COVID02_S.csv,CmAd200213,,Adjusted Case Count per 100K
1415,COVID02_S.csv,CmAd200214,,Adjusted Case Count per 100K
1416,COVID02_S.csv,CmAd200215,,Adjusted Case Count per 100K
1417,COVID02_S.csv,CmAd200216,,Adjusted Case Count per 100K
1418,COVID02_S.csv,CmAd200217,,Adjusted Case Count per 100K
1419,COVID02_S.csv,CmAd200218,,Adjusted Case Count per 100K
1420,COVID02_S.csv,CmAd200219,,Adjusted Case Count per 100K
1421,COVID02_S.csv,CmAd200220,,Adjusted Case Count per 100K
1422,COVID02_S.csv,CmAd200221,,Adjusted Case Count per 100K
1423,COVID02_S.csv,CmAd200222,,Adjusted Case Count per 100K
1424,COVID02_S.csv,CmAd200223,,Adjusted Case Count per 100K
1425,COVID02_S.csv,CmAd200224,,Adjusted Case Count per 100K
1426,COVID02_S.csv,CmAd200225,,Adjusted Case Count per 100K
1427,COVID02_S.csv,CmAd200226,,Adjusted Case Count per 100K
1428,COVID02_S.csv,CmAd200227,,Adjusted Case Count per 100K
1429,COVID02_S.csv,CmAd200228,,Adjusted Case Count per 100K
1430,COVID02_S.csv,CmAd200229,,Adjusted Case Count per 100K
1431,COVID02_S.csv,CmAd200301,,Adjusted Case Count per 100K
1432,COVID02_S.csv,CmAd200302,,Adjusted Case Count per 100K
1433,COVID02_S.csv,CmAd200303,,Adjusted Case Count per 100K
1434,COVID02_S.csv,CmAd200304,,Adjusted Case Count per 100K
1435,COVID02_S.csv,CmAd200305,,Adjusted Case Count per 100K
1436,COVID02_S.csv,CmAd200306,,Adjusted Case Count per 100K
1437,COVID02_S.csv,CmAd200307,,Adjusted Case Count per 100K
1438,COVID02_S.csv,CmAd200308,,Adjusted Case Count per 100K
1439,COVID02_S.csv,CmAd200309,,Adjusted Case Count per 100K
1440,COVID02_S.csv,CmAd200310,,Adjusted Case Count per 100K
1441,COVID02_S.csv,CmAd200311,,Adjusted Case Count per 100K
1442,COVID02_S.csv,CmAd200312,,Adjusted Case Count per 100K
1443,COVID02_S.csv,CmAd200313,,Adjusted Case Count per 100K
1444,COVID02_S.csv,CmAd200314,,Adjusted Case Count per 100K
1445,COVID02_S.csv,CmAd200315,,Adjusted Case Count per 100K
1446,COVID02_S.csv,CmAd200316,,Adjusted Case Count per 100K
1447,COVID02_S.csv,CmAd200317,,Adjusted Case Count per 100K
1448,COVID02_S.csv,CmAd200318,,Adjusted Case Count per 100K
1449,COVID02_S.csv,CmAd200319,,Adjusted Case Count per 100K
1450,COVID02_S.csv,CmAd200320,,Adjusted Case Count per 100K
1451,COVID02_S.csv,CmAd200321,,Adjusted Case Count per 100K
1452,COVID02_S.csv,CmAd200322,,Adjusted Case Count per 100K
1453,COVID02_S.csv,CmAd200323,,Adjusted Case Count per 100K
1454,COVID02_S.csv,CmAd200324,,Adjusted Case Count per 100K
1455,COVID02_S.csv,CmAd200325,,Adjusted Case Count per 100K
1456,COVID02_S.csv,CmAd200326,,Adjusted Case Count per 100K
1457,COVID02_S.csv,CmAd200327,,Adjusted Case Count per 100K
1458,COVID02_S.csv,CmAd200328,,Adjusted Case Count per 100K
1459,COVID02_S.csv,CmAd200329,,Adjusted Case Count per 100K
1460,COVID02_S.csv,CmAd200330,,Adjusted Case Count per 100K
1461,COVID02_S.csv,CmAd200331,,Adjusted Case Count per 100K
1462,COVID02_S.csv,CmAd200401,,Adjusted Case Count per 100K
1463,COVID02_S.csv,CmAd200402,,Adjusted Case Count per 100K
1464,COVID02_S.csv,CmAd200403,,Adjusted Case Count per 100K
1465,COVID02_S.csv,CmAd200404,,Adjusted Case Count per 100K
1466,COVID02_S.csv,CmAd200405,,Adjusted Case Count per 100K
1467,COVID02_S.csv,CmAd200406,,Adjusted Case Count per 100K
1468,COVID02_S.csv,CmAd200407,,Adjusted Case Count per 100K
1469,COVID02_S.csv,CmAd200408,,Adjusted Case Count per 100K
1470,COVID02_S.csv,CmAd200409,,Adjusted Case Count per 100K
1471,COVID02_S.csv,CmAd200410,,Adjusted Case Count per 100K
1472,COVID02_S.csv,CmAd200411,,Adjusted Case Count per 100K
1473,COVID02_S.csv,CmAd200412,,Adjusted Case Count per 100K
1474,COVID02_S.csv,CmAd200413,,Adjusted Case Count per 100K
1475,COVID02_S.csv,CmAd200414,,Adjusted Case Count per 100K
1476,COVID02_S.csv,CmAd200415,,Adjusted Case Count per 100K
1477,COVID02_S.csv,CmAd200416,,Adjusted Case Count per 100K
1478,COVID02_S.csv,CmAd200417,,Adjusted Case Count per 100K
1479,COVID02_S.csv,CmAd200418,,Adjusted Case Count per 100K
1480,COVID02_S.csv,CmAd200419,,Adjusted Case Count per 100K
1481,COVID02_S.csv,CmAd200420,,Adjusted Case Count per 100K
1482,COVID02_S.csv,CmAd200421,,Adjusted Case Count per 100K
1483,COVID02_S.csv,CmAd200422,,Adjusted Case Count per 100K
1484,COVID02_S.csv,CmAd200423,,Adjusted Case Count per 100K
1485,COVID02_S.csv,CmAd200424,,Adjusted Case Count per 100K
1486,COVID02_S.csv,CmAd200425,,Adjusted Case Count per 100K
1487,COVID02_S.csv,CmAd200426,,Adjusted Case Count per 100K
1488,COVID02_S.csv,CmAd200427,,Adjusted Case Count per 100K
1489,COVID02_S.csv,CmAd200428,,Adjusted Case Count per 100K
1490,COVID02_S.csv,CmAd200429,,Adjusted Case Count per 100K
1491,COVID02_S.csv,CmAd200430,,Adjusted Case Count per 100K
1492,COVID02_S.csv,CmAd200501,,Adjusted Case Count per 100K
1493,COVID02_S.csv,CmAd200502,,Adjusted Case Count per 100K
1494,COVID02_S.csv,CmAd200503,,Adjusted Case Count per 100K
1495,COVID02_S.csv,CmAd200504,,Adjusted Case Count per 100K
1496,COVID02_S.csv,CmAd200505,,Adjusted Case Count per 100K
1497,COVID02_S.csv,CmAd200506,,Adjusted Case Count per 100K
1498,COVID02_S.csv,CmAd200507,,Adjusted Case Count per 100K
1499,COVID02_S.csv,CmAd200508,,Adjusted Case Count per 100K
1500,COVID02_S.csv,CmAd200509,,Adjusted Case Count per 100K
1501,COVID02_S.csv,CmAd200510,,Adjusted Case Count per 100K
1502,COVID02_S.csv,CmAd200511,,Adjusted Case Count per 100K
1503,COVID02_S.csv,CmAd200512,,Adjusted Case Count per 100K
1504,COVID02_S.csv,CmAd200513,,Adjusted Case Count per 100K
1505,COVID02_S.csv,CmAd200514,,Adjusted Case Count per 100K
1506,COVID02_S.csv,CmAd200515,,Adjusted Case Count per 100K
1507,COVID02_S.csv,CmAd200516,,Adjusted Case Count per 100K
1508,COVID02_S.csv,CmAd200517,,Adjusted Case Count per 100K
1509,COVID02_S.csv,CmAd200518,,Adjusted Case Count per 100K
1510,COVID02_S.csv,CmAd200519,,Adjusted Case Count per 100K
