file,variable_name,variable_description,variable_construct,,theme
COVID02_C.csv,CmAd200406,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200407,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200408,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200409,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200410,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200411,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200412,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200413,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200414,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200415,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200416,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200417,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200418,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200419,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200420,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200421,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200422,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200423,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200424,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200425,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200426,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200427,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200428,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200429,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200430,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200501,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200502,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200503,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200504,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200505,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200506,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200507,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200508,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200509,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200510,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200511,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200512,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200513,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200514,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200515,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200516,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200517,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200518,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200519,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200520,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200521,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200522,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200523,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200524,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200525,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200526,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200527,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200528,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200529,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200530,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200531,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200601,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200602,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200603,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200604,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200605,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200606,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200607,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200608,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200609,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200610,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200611,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200612,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200613,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200614,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200615,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200616,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200617,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200618,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200619,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200620,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200621,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200622,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200623,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200624,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200625,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200626,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200627,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200628,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200629,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200630,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200701,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200702,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200703,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200704,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200705,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200706,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200707,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200708,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200709,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200710,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200711,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200712,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200713,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200714,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200715,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200716,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200717,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200718,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200719,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200720,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200721,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200722,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200723,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200724,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200725,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200726,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200727,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200728,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200729,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200730,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200731,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200801,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200802,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200803,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200804,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200805,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200806,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200807,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200808,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200809,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200810,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200811,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200812,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200813,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200814,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200815,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200816,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200817,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200818,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200819,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200820,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200821,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200822,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200823,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200824,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200825,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200826,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200827,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200828,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200829,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200830,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200831,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200901,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200902,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200903,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200904,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200905,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200906,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200907,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200908,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200909,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200910,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200911,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200912,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200913,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200914,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200915,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200916,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200917,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200918,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200919,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200920,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200921,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200922,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200923,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200924,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200925,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200926,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200927,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200928,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200929,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd200930,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201001,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201002,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201003,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201004,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201005,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201006,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201007,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201008,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201009,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201010,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201011,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201012,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201013,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201014,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201015,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201016,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201017,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201018,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201019,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201020,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201021,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201022,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201023,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201024,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201025,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201026,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201027,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201028,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201029,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201030,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201031,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201101,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201102,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201103,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201104,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201105,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201106,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201107,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201108,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201109,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201110,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201111,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201112,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201113,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201114,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201115,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201116,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201117,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201118,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201119,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201120,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201121,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201122,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201123,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201124,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201125,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201126,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201127,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201128,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201129,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201130,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201201,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201202,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201203,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201204,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201205,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201206,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201207,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201208,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201209,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201210,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201211,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201212,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201213,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201214,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201215,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201216,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201217,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201218,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201219,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201220,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201221,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201222,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201223,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201224,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201225,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201226,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201227,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201228,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201229,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201230,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd201231,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210101,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210102,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210103,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210104,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210105,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210106,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210107,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210108,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210109,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210110,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210111,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210112,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210113,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210114,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210115,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210116,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210117,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210118,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210119,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210120,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210121,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210122,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210123,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210124,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210125,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210126,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210127,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210128,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210129,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210130,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210131,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210201,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210202,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210203,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210204,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210205,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210206,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210207,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210208,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210209,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210210,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210211,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210212,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210213,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210214,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210215,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210216,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210217,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210218,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210219,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210220,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210221,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210222,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210223,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210224,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210225,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210226,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210227,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210228,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210301,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210302,,Adjusted Case Count per 100K,,
COVID02_C.csv,CmAd210303,,Adjusted Case Count per 100K,,
COVID02_S.csv,STATEFP,,Adjusted Case Count per 100K,,
COVID02_S.csv,population,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200121,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200122,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200123,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200124,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200125,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200126,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200127,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200128,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200129,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200130,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200131,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200201,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200202,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200203,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200204,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200205,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200206,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200207,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200208,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200209,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200210,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200211,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200212,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200213,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200214,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200215,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200216,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200217,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200218,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200219,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200220,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200221,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200222,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200223,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200224,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200225,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200226,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200227,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200228,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200229,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200301,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200302,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200303,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200304,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200305,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200306,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200307,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200308,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200309,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200310,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200311,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200312,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200313,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200314,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200315,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200316,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200317,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200318,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200319,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200320,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200321,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200322,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200323,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200324,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200325,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200326,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200327,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200328,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200329,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200330,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200331,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200401,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200402,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200403,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200404,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200405,,Adjusted Case Count per 100K,,
COVID02_S.csv,CmAd200406,,Adjusted Case Count per 100K,,
